member_id,sr_no,state,mp_name,mp_name_clean,constituency,constituency_base,constituency_category,allocated_amount,amount_missing,amount_has_paise,benchmark_amount,benchmark_ratio,log_amount,excess_over_benchmark_cr,shortfall_ratio,paise_component,state_median_amount,state_deviation_pct,state_percentile,national_percentile,is_above_benchmark,is_below_benchmark,name_quality_score,amount_missing_ind,national_median_amount,deviation_from_national_median_pct,deviation_from_state_median_pct,deviation_from_benchmark_pct,benchmark_verdict,peer_state_n
18,18,Uttar Pradesh,AKHILESH YADAV,AKHILESH YADAV,KANNAUJ,KANNAUJ,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
19,19,Uttar Pradesh,AKSHAYA YADAV,AKSHAYA YADAV,FIROZABAD,FIROZABAD,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
20,20,Manipur,ALFRED KANNGAM S ARTHUR,ALFRED KANNGAM S ARTHUR,OUTER MANIPUR(ST),OUTER MANIPUR,st,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.75,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,2
21,21,Bihar,Alok Kumar Suman,Alok Kumar Suman,GOPALGANJ (SC),GOPALGANJ,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.425,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,40
22,22,Madhya Pradesh,ALOK SHARMA,ALOK SHARMA,BHOPAL,BHOPAL,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3620689655172414,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,29
23,23,Maharashtra,AMAR SHARADRAO KALE,AMAR SHARADRAO KALE,WARDHA,WARDHA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
24,24,Assam,AMARSING TISSO,AMARSING TISSO,Diphu (ST),Diphu,st,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.5357142857142857,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,14
25,25,Andhra Pradesh,AMBICA G LAKSHMINARAYANA VALMIKI,AMBICA G LAKSHMINARAYANA VALMIKI,ANANTAPUR,ANANTAPUR,general,201899064.11,False,True,147000000.0,1.3734630211564627,8.305134305804438,5.4899064110000015,0.0,11.0,156430260.11,0.2906650156307791,0.96,0.9742173112338858,True,False,0.75,0.0,147000000.0,37.34630211564627,29.066501563077914,37.34630211564627,ABOVE BENCHMARK,25
26,26,Maharashtra,Amol Ramsing Kolhe,Amol Ramsing Kolhe,SHIRUR,SHIRUR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
27,27,Rajasthan,AMRARAM,AMRARAM,SIKAR,SIKAR,general,165691544.11,False,True,147000000.0,1.127153361292517,8.21930034523242,1.8691544110000013,0.0,11.0,147000000.0,0.12715336129251711,0.92,0.8876611418047882,True,False,0.75,0.0,147000000.0,12.715336129251712,12.715336129251712,12.715336129251709,ABOVE BENCHMARK,25
28,28,Punjab,AMRINDER SINGH RAJA WARRING,AMRINDER SINGH RAJA WARRING,LUDHIANA,LUDHIANA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4583333333333333,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,12
29,29,Uttar Pradesh,ANAND BHADAURIYA,ANAND BHADAURIYA,DHAURAHRA,DHAURAHRA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
30,30,Uttar Pradesh,ANAND KUMAR,ANAND KUMAR,BAHRAICH(SC),BAHRAICH,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
31,31,Odisha,ANANTA NAYAK,ANANTA NAYAK,KEONJHAR(ST),KEONJHAR,st,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.30952380952380953,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,21
32,32,Tamil Nadu,Andimuthu Raja,Andimuthu Raja,NILGIRIS(SC),NILGIRIS,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.2692307692307692,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,39
33,33,Meghalaya,ANDREW J. SYNGKON,ANDREW J. SYNGKON,SHILLONG,SHILLONG,general,98000000.0,False,False,147000000.0,0.6666666666666666,7.991226075692495,0.0,0.3333333333333333,0.0,122500000.0,-0.2,0.5,0.006445672191528545,False,True,0.75,0.0,147000000.0,-33.33333333333333,-20.0,-33.333333333333336,BELOW BENCHMARK,2
34,34,Manipur,ANGOMCHA BIMOL AKOIJAM,ANGOMCHA BIMOL AKOIJAM,INNER MANIPUR,INNER MANIPUR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.75,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,2
35,35,Uttarakhand,ANIL BALUNI,ANIL BALUNI,GARHWAL,GARHWAL,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.6,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,5
36,36,Maharashtra,ANIL YESHWANT DESAI,ANIL YESHWANT DESAI,MUMBAI SOUTH CENTRAL,MUMBAI SOUTH CENTRAL,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
37,37,Madhya Pradesh,ANITA NAGARSINGH CHOUHAN,ANITA NAGARSINGH CHOUHAN,RATLAM(ST),RATLAM,st,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3620689655172414,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,29
38,38,Odisha,ANITA SUBHADARSHINI,ANITA SUBHADARSHINI,ASKA,ASKA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.30952380952380953,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,21
39,39,Jharkhand,Annpurna Devi,Annpurna Devi,KODARMA,KODARMA,general,166665931.8,False,True,147000000.0,1.1337818489795919,8.221846834720905,1.9665931800000012,0.0,80.0,147000000.0,0.13378184897959192,0.9285714285714286,0.8913443830570903,True,False,1.0,0.0,147000000.0,13.378184897959192,13.378184897959192,13.378184897959189,ABOVE BENCHMARK,14
40,40,Uttar Pradesh,ANOOP PRADHAN BALMIKI,ANOOP PRADHAN BALMIKI,HATHRAS (SC),HATHRAS,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
41,41,Kerala,Anto Antony,Anto Antony,PATHANAMTHITTA,PATHANAMTHITTA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.375,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,20
42,42,Maharashtra,ANUP SANJAY DHOTRE,ANUP SANJAY DHOTRE,AKOLA,AKOLA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
43,43,Uttar Pradesh,Anurag Sharma,Anurag Sharma,JHANSI,JHANSI,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
44,44,Himachal Pradesh,Anurag Singh Thakur,Anurag Singh Thakur,HAMIRPUR_HP,HAMIRPUR (HP),general,149570117.11,False,True,147000000.0,1.0174837898639457,8.174844833698291,0.2570117110000014,0.0,11.0,151567037.11,-0.013175160233228893,0.5,0.7771639042357275,True,False,1.0,0.0,147000000.0,1.7483789863945676,-1.3175160233228893,1.748378986394572,ABOVE BENCHMARK,4
45,45,Andhra Pradesh,Appalanaidu Kalisetti,Appalanaidu Kalisetti,VIZIANAGARAM,VIZIANAGARAM,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,156430260.11,-0.060284117045952365,0.22,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,-6.028411704595237,0.0,AT BENCHMARK,25
46,46,Bihar,ARUN BHARTI,ARUN BHARTI,JAMUI(SC),JAMUI,sc,194924621.11,False,True,147000000.0,1.3260178306802721,8.289866698721898,4.792462111000002,0.0,11.0,147000000.0,0.3260178306802722,1.0,0.9613259668508287,True,False,0.75,0.0,147000000.0,32.60178306802722,32.60178306802722,32.60178306802721,ABOVE BENCHMARK,40
47,47,Uttar Pradesh,ARUN GOVIL,ARUN GOVIL,MEERUT,MEERUT,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
48,48,Tamil Nadu,ARUN NEHRU,ARUN NEHRU,PERAMBALUR,PERAMBALUR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.2692307692307692,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,39
49,49,Telangana,ARUNA. D. K,ARUNA. D. K,MAHABUBNAGAR,MAHABUBNAGAR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.35294117647058826,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,17
50,50,West Bengal,ARUP CHAKRABORTY,ARUP CHAKRABORTY,BANKURA,BANKURA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.44047619047619047,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,42
51,51,Telangana,Arvind Dharmapuri,Arvind Dharmapuri,NIZAMABAD,NIZAMABAD,general,281396355.11,False,True,147000000.0,1.9142609191156463,8.44931846777582,13.439635511000002,0.0,11.0,147000000.0,0.9142609191156463,0.9411764705882353,0.998158379373849,True,False,1.0,0.0,147000000.0,91.42609191156464,91.42609191156464,91.42609191156464,ABOVE BENCHMARK,17
52,52,Maharashtra,Arvind Ganpat Sawant,Arvind Ganpat Sawant,MUMBAI SOUTH,MUMBAI SOUTH,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
53,53,Telangana,Asaduddin Owaisi,Asaduddin Owaisi,HYDERABAD,HYDERABAD,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.35294117647058826,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,17
54,54,Madhya Pradesh,ASHISH DUBEY,ASHISH DUBEY,JABALPUR,JABALPUR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3620689655172414,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,29
55,55,Uttar Pradesh,Ashok Kumar Rawat,Ashok Kumar Rawat,MISRIKH(SC),MISRIKH,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
56,56,Bihar,Ashok Kumar Yadav,Ashok Kumar Yadav,MADHUBANI,MADHUBANI,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.425,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,40
57,57,West Bengal,Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),BOLPUR,sc,275694456.74,False,True,147000000.0,1.875472494829932,8.440428034036742,12.869445674000001,0.0,74.0,147000000.0,0.8754724948299321,1.0,0.996316758747698,True,False,1.0,0.0,147000000.0,87.54724948299321,87.54724948299321,87.5472494829932,ABOVE BENCHMARK,42
58,58,Uttar Pradesh,ATUL GARG,ATUL GARG,GHAZIABAD,GHAZIABAD,general,155336470.0,False,False,147000000.0,1.056710680272109,8.19127343164805,0.833647,0.0,0.0,147000000.0,0.05671068027210884,0.8875,0.8268876611418048,True,False,0.75,0.0,147000000.0,5.671068027210884,5.671068027210884,5.67106802721089,ABOVE BENCHMARK,80
59,59,Odisha,AVIMANYU SETHI,AVIMANYU SETHI,BHADRAK(SC),BHADRAK,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.30952380952380953,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,21
60,60,Uttar Pradesh,AWADHESH PRASAD,AWADHESH PRASAD,FAIZABAD,FAIZABAD,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
61,61,West Bengal,AZAD KIRTI JHA,AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,BARDHAMAN-DURGAPUR,general,179658399.98,False,True,147000000.0,1.2221659862585033,8.254447527578394,3.265839997999999,0.0,98.0,147000000.0,0.22216598625850334,0.9285714285714286,0.9337016574585635,True,False,0.75,0.0,147000000.0,22.216598625850335,22.216598625850335,22.216598625850324,ABOVE BENCHMARK,42
62,62,Andhra Pradesh,B K PARTHASARATHI,B K PARTHASARATHI,HINDUPUR,HINDUPUR,general,160491894.11,False,True,147000000.0,1.091781592585034,8.205453102583903,1.3491894110000013,0.0,11.0,156430260.11,0.025964503269021635,0.64,0.860036832412523,True,False,0.75,0.0,147000000.0,9.178159258503412,2.5964503269021635,9.178159258503404,ABOVE BENCHMARK,25
63,63,Uttar Pradesh,BABU SINGH KUSHWAHA,BABU SINGH KUSHWAHA,JAUNPUR,JAUNPUR,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.4,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,80
64,64,Maharashtra,BACHHAV SHOBHA DINESH,BACHHAV SHOBHA DINESH,DHULE,DHULE,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
65,65,West Bengal,BAG MITALI,BAG MITALI,ARAMBAG(SC),ARAMBAG,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.44047619047619047,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,42
66,66,Odisha,BAIJAYANT PANDA,BAIJAYANT PANDA,KENDRAPARA,KENDRAPARA,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.30952380952380953,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,21
67,67,Maharashtra,BAJRANG MANOHAR SONWANE,BAJRANG MANOHAR SONWANE,BEED,BEED,general,165899107.19,False,True,147000000.0,1.1285653550340136,8.219844048812186,1.8899107189999997,0.0,19.0,147000000.0,0.1285653550340136,0.875,0.8895027624309392,True,False,0.75,0.0,147000000.0,12.856535503401359,12.856535503401359,12.856535503401357,ABOVE BENCHMARK,49
68,68,Odisha,BALABHADRA MAJHI,BALABHADRA MAJHI,NABARANGPUR(ST),NABARANGPUR,st,147413962.11,False,True,147000000.0,1.0028160687755103,8.168538619073669,0.04139621100000143,0.0,11.0,147000000.0,0.0028160687755103015,0.7142857142857143,0.7440147329650092,True,False,0.75,0.0,147000000.0,0.28160687755103014,0.28160687755103014,0.28160687755103275,AT BENCHMARK,21
69,69,Andhra Pradesh,Balashowry Vallabbhaneni,Balashowry Vallabbhaneni,MACHILIPATNAM,MACHILIPATNAM,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,156430260.11,-0.060284117045952365,0.22,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,-6.028411704595237,0.0,AT BENCHMARK,25
70,70,Telangana,BALRAM NAIK PORIKA,BALRAM NAIK PORIKA,MAHABUBABAD,MAHABUBABAD,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.35294117647058826,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,17
71,71,Maharashtra,BALWANT BASWANT WANKHADE,BALWANT BASWANT WANKHADE,AMRAVATI(SC),AMRAVATI,sc,198293678.0,False,False,147000000.0,1.3489365850340136,8.29730886824725,5.1293678,0.0,0.0,147000000.0,0.3489365850340136,1.0,0.9686924493554327,True,False,0.75,0.0,147000000.0,34.89365850340136,34.89365850340136,34.89365850340136,ABOVE BENCHMARK,49
72,72,Maharashtra,BALYA MAMA SURESH GOPINATH MHATRE,BALYA MAMA SURESH GOPINATH MHATRE,BHIWANDI,BHIWANDI,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.3854166666666667,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,49
73,73,Delhi,Bansuri Swaraj,Bansuri Swaraj,NEW DELHI,NEW DELHI,general,154306950.0,False,False,147000000.0,1.049707142857143,8.188385487169272,0.730695,0.0,0.0,147559100.0,0.04572981266489156,0.8571428571428571,0.8158379373848987,True,False,1.0,0.0,147000000.0,4.970714285714286,4.572981266489156,4.970714285714295,ABOVE BENCHMARK,7
74,74,West Bengal,BAPI HALDAR,BAPI HALDAR,MATHURAPUR(SC),MATHURAPUR,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.44047619047619047,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,42
75,75,Karnataka,BASAVARAJ BOMMAI,BASAVARAJ BOMMAI,HAVERI,HAVERI,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.44642857142857145,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,28
76,76,Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA,BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,KURNOOL,general,159998515.11,False,True,147000000.0,1.0884252728571429,8.204115952140139,1.2998515110000015,0.0,11.0,156430260.11,0.022810516312450308,0.6,0.852670349907919,True,False,0.75,0.0,147000000.0,8.842527285714295,2.2810516312450306,8.842527285714286,ABOVE BENCHMARK,25
77,77,Rajasthan,Bhagirath Chaudhary,Bhagirath Chaudhary,AJMER,AJMER,general,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.44,0.3683241252302026,False,False,1.0,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,25
78,78,Rajasthan,BHAJAN LAL JATAV,BHAJAN LAL JATAV,KARAULI-DHOLPUR(SC),KARAULI-DHOLPUR,sc,147000000.0,False,False,147000000.0,1.0,8.167317334748176,0.0,0.0,0.0,147000000.0,0.0,0.44,0.3683241252302026,False,False,0.75,0.0,147000000.0,0.0,0.0,0.0,AT BENCHMARK,25
